Run_ID,DIV,Assay,Well,NeuronType,Time,Chip_ID,mean_IBI,cov_IBI,mean_Burst_Peak,cov_Burst_Peak,Number_Bursts,burstRate,mean_Spike_per_Burst,cov_Spike_per_Burst,mean_Burst_Peak_Abs,cov_Burst_Peak_Abs,mean_BurstDuration,cov_BurstDuration,BaselineFiringRate,IBI_List,Burst_Peak_List,Abs_Burst_Peak_List,Burst_Times_List,SpikesPerBurst_List,LogISI_NumBursts,LogISI_MeanBurstDur,LogISI_CV_BurstDur,LogISI_MeanSpikes,LogISI_CV_Spikes,LogISI_MeanIBI,LogISI_CV_IBI,LogISI_BurstIBIList,LogISI_BurstPeaks,LogISI_BurstDuration
2,5,Network Today,5,FxHET,20-May-2024 09:10:38,M07420,41.55,23.8807443908618,2.77128068164538,125.879432019553,7,0.0233333333333333,1234.57142857143,112.568774327467,2837.79141800487,125.879432019553,0.48571428571429,0,0.256761992229818,"49.3,37.9,34.7,49.5,26.8,51.1","1.4324,1.4279,1.3488,1.5417,1.4569,10.6811,1.5102","1466.7959,1462.1247,1381.1503,1578.6679,1491.8193,10937.4899,1546.492","0.4,0.5,0.5,0.6,0.5,0.4,0.5","589,712,643,912,692,4378,716",1,0.373199999999997,0,10.6811424641768,0,NaN,NaN,,10.6811,0.3732
2,5,Network Today,6,FxHET,20-May-2024 09:10:38,M07420,29.2285714285714,59.184281588939,3.49775061107716,112.734531207803,8,0.0266666666666667,1833.25,104.525357911817,3581.69662574301,112.734531207803,0.587500000000006,0,0.485150213742839,"34.7,65.9,21.6,24,14,23.7,20.7","2.2898,13.1975,2.1769,3.0302,1.9402,1.5701,1.8124,1.9649","2344.7767,13514.2876,2229.1111,3102.8776,1986.7501,1607.8215,1855.8754,2012.073","0.6,0.5,0.6,0.5,0.6,0.7,0.6,0.6","1267,6564,1169,1426,1082,1037,1024,1097",1,0.641100000000051,0,13.1975465125563,0,NaN,NaN,,13.1975,0.6411
4,5,Network Today,1,MxWT,20-May-2024 09:38:23,M07427,47.54,62.4539785756223,5.52584860835105,98.7775102602658,6,0.0199335548172757,2756,80.1166756043244,5658.46897495148,98.7775102602658,0.633333333333328,0,0.82929601141199,"60.7,93.3,34.6,28.7,20.4","12.0436,2.0425,1.6659,2.1032,2.2318,13.0681","12332.601,2091.5294,1705.9195,2153.6436,2285.3401,13381.7803","0.5,0.7,0.8,0.7,0.7,0.4","5665,1311,1205,1413,1398,5544",2,0.446300000000065,12.104628743578,12.5558502243601,5.77017052523539,237.6229,0,237.6229,"12.0436,13.0681","0.4081,0.4845"
4,5,Network Today,2,MxWT,20-May-2024 09:38:23,M07427,44.9,14.1736325850311,4.65057190100018,107.369422011528,3,0.00996677740863787,2326,72.9908453542067,4762.18562662418,107.369422011528,0.699999999999989,0,0.899624978206028,"40.4,49.4","2.0611,10.4067,1.4839","2110.5711,10656.4517,1519.5341","0.8,0.4,0.9","1497,4279,1202",1,0.434499999999844,0,10.406691099313,0,NaN,NaN,,10.4067,0.4345
4,5,Network Today,3,MxWT,20-May-2024 09:38:23,M07427,23.48,69.1203235341899,4.00021693806437,99.8913328594223,11,0.0365448504983389,2358.27272727273,73.4860170176603,4096.22214457791,99.8913328594223,0.754545454545463,0,1.00828166505097,"17.1,32.4,10.9,11.7,6.8,42.1,46.7,16.7,44.4,6","2.1942,2.7355,2.6687,1.9242,2.0225,12.0974,1.8656,2.4469,1.8351,2.192,12.0203","2246.8583,2801.143,2732.7174,1970.3299,2071.0242,12387.768,1910.4099,2505.591,1879.1221,2244.6433,12308.8364","0.8,0.7,0.8,0.8,0.7,0.5,0.9,0.6,1.3,0.7,0.5","1524,1809,1972,1392,1258,5836,1502,1388,2101,1352,5807",2,0.478949999999941,3.08561054949135,12.0588888595856,0.45198991223901,155.8918,0,155.8918,"12.0974,12.0203","0.4894,0.4685"
4,5,Network Today,4,FxHET,20-May-2024 09:38:23,M07427,19.2266666666667,41.9669860490597,4.19483758454365,97.0812911328407,16,0.053156146179402,1998.5,87.3632849398035,4295.5136865727,97.0812911328407,0.525000000000007,0,0.518111965713151,"42,23,24.2,16.2,17.4,23.5,22.5,9.6,12,17,16.7,10.2,20.3,22.5,11.3","12.7562,2.8028,2.2194,4.3991,1.935,12.2874,1.7874,1.5217,1.5347,2.6758,3.1434,1.7899,11.7693,2.1384,2.0311,2.3259","13062.3737,2870.072,2272.6637,4504.6749,1981.4221,12582.2728,1830.2489,1558.2238,1571.5039,2740.0407,3218.8302,1832.8919,12051.7997,2189.7314,2079.7956,2381.6736","0.5,0.5,0.6,0.6,0.5,0.4,0.5,0.5,0.6,0.5,0.5,0.8,0.4,0.5,0.5,0.5","6142,1345,1253,2413,931,5176,900,750,823,1298,1555,1368,4868,1058,983,1113",4,0.378100000000018,68.0156835841691,12.2709785813588,4.02289521508783,78.1319999999999,86.9037630679891,"122.8583,111.5365,0.0012","12.7562,12.2874,NaN,11.7693","0.5779,0.4767,0.0006,0.4572"
4,5,Network Today,5,FxHET,20-May-2024 09:38:23,M07427,20.5714285714286,38.5911411494099,3.34041695429822,77.8840070397609,15,0.0498338870431894,1707.2,77.2728025027846,3420.58696120138,77.8840070397609,0.539999999999998,0,0.52461322714768,"38.1,18.6,20,14.2,27.9,16.8,21.7,18.8,18.1,28.7,9.1,14.7,11.8,29.5","9.6297,1.4594,1.7449,3.3762,2.2649,3.1547,9.5917,1.8464,2.3422,2.3901,2.406,2.97,1.7199,2.5969,2.6133","9860.7977,1494.386,1786.8259,3457.209,2319.2286,3230.4088,9821.9477,1890.6813,2398.3977,2447.4491,2463.7135,3041.3119,1761.1643,2659.2745,2676.0084","0.5,0.7,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5","4491,937,1025,1717,1207,1574,5277,1006,1129,1166,1179,1478,845,1289,1288",2,0.524049999999988,23.6534335925807,9.61071552252819,0.279139345405968,135.5028,0,135.5028,"9.6297,9.5917","0.4364,0.6117"
4,5,Network Today,6,MxWT,20-May-2024 09:38:23,M07427,137.1,0,6.03942174070931,104.897693890147,2,0.00664451827242525,3014,68.458446831531,6184.36786248633,104.897693890147,0.750000000000014,0,1.02516882183218,137.1,"10.5191,1.5597","10771.5529,1597.1828","0.4,1.1","4473,1555",1,0.431299999999737,0,10.5190946125163,0,NaN,NaN,,10.5191,0.4313
8,5,Network Today,1,MxHEMI,20-May-2024 10:33:14,M08018,11.576,54.8011552545676,5.54557743011134,71.7107880676522,26,0.0866666666666667,2766.15384615385,77.1038121556009,5678.67128843401,71.7107880676522,0.523076923076923,0,0.536211994279026,"12.5,19.8,6.4,7.2,16.8,13.2,12.5,6.4,11,4.1,11.6,9.5,9,4.4,8.5,12.5,22,4.3,20.7,15.9,7.5,3.3,12.5,8.7,29.1","6.1231,15.4486,2.24,1.5608,6.5346,4.399,8.2431,4.9223,3.7963,3.8815,3.987,5.9626,6.0355,3.1214,4.3786,1.9149,15.4936,6.0997,3.8203,2.701,4.9431,3.7245,3.8482,1.5988,15.3629,4.0437","6270.0449,15819.3265,2293.7763,1598.2718,6691.4364,4504.5453,8440.9079,5040.443,3887.3972,3974.6988,4082.6713,6105.6747,6180.3327,3196.3051,4483.6383,1960.8321,15865.4322,6246.1317,3911.9378,2765.8566,5061.7624,3813.8458,3940.5785,1637.211,15731.6072,4140.7879","0.5,0.6,0.6,0.5,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.4,0.6,0.5,0.8,0.6,0.4,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.5","3017,8852,1213,781,2716,1879,3585,2407,1870,1942,1889,2915,2646,1794,2104,1385,8473,2550,1799,1462,2395,1772,1823,1160,7522,1969",3,0.730999999999767,8.50987057852888,15.4350149721276,0.430119003910786,123.8994,33.1682055320132,"152.9581,94.8407","15.4486,15.4936,15.3629","0.8027,0.6914,0.6989"
8,5,Network Today,2,MxWT,20-May-2024 10:33:14,M08018,220.3,0,8.26242788969628,1.41574244151567,2,0.00666666666666667,3947.5,3.99454875755795,8460.72615904899,1.41574244151567,0.5,0,0.756899105108252,220.3,"8.3451,8.1797","8545.4249,8376.0274","0.5,0.5","4059,3836",2,0.414000000000215,0.888153445055886,8.26242788969628,1.41574244151567,220.2568,0,220.2568,"8.3451,8.1797","0.4166,0.4114"
8,5,Network Today,3,FxHET,20-May-2024 10:33:14,M08018,23.3083333333333,58.3010229861341,3.96770336728537,95.0415325486522,13,0.0433333333333333,2075.15384615385,87.2100563398041,4062.92824810022,95.0415325486522,0.592307692307692,0,0.70258711283503,"20.7,15.6,43.1,57.3,14,9,18.3,25.1,17.8,21.4,15.4,22","10.8131,1.9033,2.3385,10.3918,1.5882,1.7468,2.4393,2.1755,1.5915,10.4446,1.8306,2.7687,1.5482","11072.5907,1948.9968,2394.6529,10641.2402,1626.319,1788.7573,2497.8128,2227.6663,1629.6693,10695.2593,1874.5803,2835.186,1585.3363","0.5,0.5,0.6,0.5,0.6,0.6,0.7,0.7,0.7,0.5,0.6,0.5,0.7","5416,957,1276,5027,903,937,1557,1338,973,5240,1020,1342,991",3,0.515933333333123,1.23109708122177,10.5498340484093,2.17534982458693,110.45185,39.8275945030734,"79.346,141.5577","10.8131,10.3918,10.4446","0.5141,0.5107,0.523"
8,5,Network Today,4,MxHEMI,20-May-2024 10:33:14,M08018,17.0294117647059,52.0624530169494,3.71863129303284,85.4864376991733,18,0.06,1811,86.8799490771076,3807.87844406562,85.4864376991733,0.494444444444441,0,0.290343427682955,"19.7,19,6.3,15.6,11.7,18,9.9,21.1,3,41.7,20.5,20.4,23.2,9.6,17.2,23.7,8.9","2.4084,3.4914,3.7417,2.5427,2.3252,2.1382,1.552,10.9675,1.259,2.2217,5.0817,9.4094,2.239,1.2669,1.8138,10.5318,2.1763,1.7687","2466.186,3575.1512,3831.4776,2603.6922,2380.9922,2189.4852,1589.2665,11230.7421,1289.2143,2275.026,5203.7044,9635.1889,2292.7405,1297.3169,1857.2976,10784.613,2228.5456,1811.1719","0.5,0.4,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.6,0.6,0.6,0.5,0.5,0.4","1136,1486,1838,1063,1163,1062,772,5304,589,955,2597,4534,1280,669,1018,5348,1012,772",3,0.616266666666282,5.44020320338636,10.3029114593561,7.80275475372621,78.3078499999997,14.2984691165125,"86.2252,70.3905","10.9675,9.4094,10.5318","0.5783,0.6287,0.6418"
8,5,Network Today,5,MxWT,20-May-2024 10:33:14,M08018,101.3,0,8.27933627152119,3.77696452369772,2,0.00666666666666667,3949,0.179059706555216,8478.0403420377,3.77696452369772,0.5,0,0.71468306024419,101.3,"8.5005,8.0582","8704.4648,8251.6159","0.5,0.5","3954,3944",2,0.381400000000212,1.37194288963603,8.27933627152119,3.77696452369772,101.3647,0,101.3647,"8.5005,8.0582","0.3851,0.3777"
8,5,Network Today,6,FxHET,20-May-2024 10:33:14,M08018,18.3571428571429,64.5755417628425,3.37816998351288,91.4936655950542,15,0.05,1785.46666666667,80.652008370574,3459.24606311719,91.4936655950542,0.600000000000004,0,0.554376685018425,"36.5,18.9,20.8,8.9,9.6,11,34.6,44.2,17.9,6.6,9.2,9.1,16.7,13","9.142,2.1756,1.6694,1.4706,1.9518,1.7874,2.8627,9.5945,1.8338,2.4922,1.4572,1.6289,1.8331,1.6007,9.1727","9361.422,2227.8234,1709.4211,1505.8654,1998.6097,1830.2796,2931.4385,9824.7923,1877.8621,2551.9656,1492.1395,1668.0102,1877.1205,1639.1407,9392.8003","0.5,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.7,0.5,0.8,0.7,0.6,0.5,0.5","4497,1196,890,841,1276,958,1668,4599,1170,1258,1069,1058,1043,747,4512",3,0.514733333333425,0.767654009237261,9.30306466258707,2.71819625123778,128.49935,12.9372580933133,"140.2545,116.7442","9.142,9.5945,9.1727","0.5112,0.514,0.519"
23,8,Network Today,1,MxHEMI,23-May-2024 10:26:25,M07039,5.47037037037037,43.795947621592,4.7908043092609,109.555316086445,55,0.183333333333333,2963.96363636364,132.334484708009,4905.78361268316,109.555316086445,0.618181818181819,0,0.742639655359485,"4.1,6.6,7.7,4.1,2.8,9,4.3,8.6,3.4,3,3.1,8.6,7.6,9.1,3.3,4.1,3.2,3.4,3.9,4,8.8,3.6,3.9,7.9,4.2,9.2,10,4.9,3.3,2.9,5.9,2.6,6.1,11,3.9,4.5,9.6,5.6,4.7,3.6,6.1,3.9,4.1,6.6,3.8,4,8.2,3.8,5.4,4.3,11.2,6.8,3.8,3.3","3.1055,2.5282,6.0207,3.5713,1.7855,4.0866,3.8779,22.2425,3.3898,2.0801,1.6513,2.3364,3.5683,6.1941,4.4563,3.181,2.9564,2.7511,1.8203,9.9348,2.0748,7.651,1.6717,22.1736,1.9,2.202,4.5691,4.1634,2.6833,1.6945,4.2103,2.7743,2.094,21.3059,1.3925,3.54,3.5535,1.8429,1.521,1.9359,3.7731,3.9314,1.9887,4.4968,3.5803,2.9071,21.1747,2.2057,3.4793,3.0261,1.8623,14.2496,5.1963,1.8074,3.3236","3180.023,2588.8352,6165.1683,3656.9821,1828.3656,4184.7175,3970.946,22776.3365,3471.198,2130.0583,1690.9262,2392.4689,3653.9698,6342.7601,4563.2574,3257.3572,3027.3493,2817.094,1864.0201,10173.2695,2124.6124,7834.6028,1711.8297,22705.7955,1945.6384,2254.8404,4678.7264,4263.3723,2747.6813,1735.1331,4311.3818,2840.8959,2144.3041,21817.2243,1425.8729,3624.992,3638.7958,1887.1034,1557.5302,1982.3104,3863.6478,4025.7495,2036.3965,4604.6808,3666.1859,2976.8493,21682.93,2258.6374,3562.7617,3098.7399,1907.0246,14591.6148,5321.0499,1850.7413,3403.3428","0.7,0.5,0.6,0.7,0.5,0.6,0.5,1,0.8,0.8,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.8,0.5,0.5,0.6,0.7,0.8,0.5,0.5,0.6,0.4,0.5,0.6,0.5,0.8,0.5,0.4,0.5,0.8,0.8,0.5,0.6,0.7,0.6,0.5,0.5,0.6,0.7,0.5,0.7,0.9,0.6,0.7,0.6,1,0.7","2106,1284,3676,2354,830,2270,1893,20570,2459,1523,894,1123,1920,3065,2532,1542,1451,1338,1371,4580,1637,3665,745,12791,1251,1570,2270,2112,1513,692,1999,1585,1028,16300,689,1476,1687,1355,1063,911,2089,2590,1227,2216,1754,1623,13291,1002,2221,2626,1035,9373,2883,1673,2295",6,1.19986666666637,58.0898063279321,18.5135368888588,27.9580214133696,48.6393,43.8316152820353,"61.6543,20.1616,56.6521,71.6741,33.0544","22.2425,9.9348,22.1736,21.3059,21.1747,14.2496","1.847,0.4071,1.0348,2.2314,0.9633,0.7156"
23,8,Network Today,2,MxWT,23-May-2024 10:26:25,M07039,17.1941176470588,48.8359427207866,6.01753376258947,94.0313162464229,18,0.06,3503.27777777778,102.356731117388,6161.95457289161,94.0313162464229,0.655555555555554,0,0.981391711642951,"4.3,17.1,12.6,9.4,9.8,22.1,13,22.3,14.6,13.8,30.9,13.5,22.2,25.1,16.7,36.5,8.4","12.5124,2.3368,2.2852,3.4788,3.3665,3.6346,18.543,2.8282,10.4419,2.5425,2.5663,12.2414,2.1511,3.3163,18.1845,1.7657,2.6937,3.4265","12812.7085,2392.8697,2340.0825,3562.3387,3447.2526,3721.8686,18988.0822,2896.1266,10692.4604,2603.5489,2627.8637,12535.1992,2202.7406,3395.87,18620.933,1808.1273,2758.3752,3508.7346","0.4,0.8,0.7,0.6,0.5,0.7,0.6,0.6,0.4,0.7,0.8,0.4,0.5,0.6,0.8,1,1,0.7","4965,1722,1405,1970,1713,2385,11692,1584,4324,1603,1856,4981,1021,1782,13823,1560,2460,2213",4,0.701399999999921,70.4261949004823,15.3703425051625,22.5199074818798,76.7917666666666,22.3992223359803,"75.1466,94.756,60.4727","12.5124,18.543,12.2414,18.1845","0.3373,1.2121,0.2232,1.033"
23,8,Network Today,3,FxHET,23-May-2024 10:26:25,M07039,7.91891891891892,48.1217030011181,5.70129327436403,88.2255567461004,38,0.126666666666667,3447.39473684211,123.581422042499,5838.12431294877,88.2255567461004,0.584210526315786,0,0.731474992457082,"9.2,6.1,5.4,7.4,5.5,16.3,6.4,4.2,5.6,12.1,7.1,4.1,12.7,1.6,15,12.4,11.3,6.5,14.8,7.7,2.9,7,10.1,4.5,9.2,3.7,7.6,3.8,7.3,8.2,4,13.4,1.5,9.2,7.4,11.7,10.1","2.2773,17.1798,8.8285,3.9332,1.5909,4.4345,8.0731,4.6148,3.8416,1.8393,4.2571,2.8744,3.9394,19.5326,11.7376,3.0526,2.2666,5.2797,1.7825,18.7676,5.2559,2.9486,1.6472,5.4541,3.8072,3.7107,2.8331,1.6537,2.3341,2.4289,1.6498,7.0238,19.3932,5.6654,6.4598,6.0837,4.3173,3.8798","2331.9485,17592.1586,9040.3698,4027.578,1629.0406,4540.934,8266.8687,4725.5505,3933.7913,1883.4614,4359.2631,2943.3746,4033.9162,20001.3535,12019.3021,3125.8214,2320.9653,5406.3953,1825.3043,19218.01,5382.0385,3019.4067,1686.7021,5585.027,3898.5376,3799.7834,2901.0545,1693.3461,2390.084,2487.2416,1689.4003,7192.3768,19858.6592,5801.4136,6614.8029,6229.6665,4420.8752,3972.901","0.8,0.7,0.4,0.6,0.6,0.5,0.4,0.4,0.5,0.7,0.5,0.5,0.6,1,0.8,0.6,0.6,0.4,0.8,0.7,0.4,0.7,0.6,0.4,0.5,0.4,0.5,0.7,0.8,0.8,0.5,0.4,1,0.6,0.4,0.4,0.4,0.6","1716,11356,3656,2194,888,2146,3395,1925,1830,1130,1982,1354,2070,17980,8228,1780,1278,2256,1351,11914,2190,1936,915,2295,1894,1520,1345,1060,1563,1761,818,3042,17976,2994,2813,2561,1746,2143",6,1.19435000000006,72.8909784628177,14.8945255112446,40.7223932862336,49.1558199999999,86.535927169591,"6.4845,86.539,61.4837,89.4688,1.8031","17.1798,8.8285,19.5326,18.7676,19.3932,5.6654","1.072,0.3332,2.6597,1.161,1.5962,0.344"
23,8,Network Today,4,MxHEMI,23-May-2024 10:26:25,M07039,9.86896551724138,33.8654141819089,5.70060351309991,120.214523435364,30,0.1,4379.23333333333,149.620176278927,5837.41799741431,120.214523435364,0.669999999999998,0,0.468208131890309,"5.4,16.4,10.1,5,10.5,9.6,10.2,14.1,13.1,6.6,7.1,11.7,10.4,10.5,7.9,7.5,9.1,7.3,7.8,7.6,11.5,9.4,8.4,15.6,17.9,5.8,8.4,14.3,7","4.0795,2.3843,21.5424,3.0371,2.2196,3.5727,2.9645,2.7294,21.3869,2.2409,1.4895,1.9336,3.1506,2.5241,2.0531,4.0554,2.5017,3.4766,1.803,1.6357,22.2239,16.6214,1.6242,2.8281,3.5702,3.9868,21.006,2.9202,4.0611,1.3958","4177.406,2441.5652,22059.4102,3110.0309,2272.8457,3658.4337,3035.6597,2794.8699,21900.1879,2294.675,1525.1984,1980.0536,3226.2086,2584.7136,2102.3649,4152.6852,2561.745,3560.033,1846.2485,1674.9058,22757.3155,17020.2829,1663.1368,2895.9484,3655.928,4082.4631,21510.1114,2990.3271,4158.526,1429.26","0.5,0.7,1.1,0.5,0.5,0.7,0.7,0.9,0.9,0.6,0.7,0.6,0.5,0.5,0.4,0.9,0.6,0.6,0.8,0.7,1.1,0.7,0.7,0.5,0.6,0.5,0.9,0.6,0.6,0.5","1993,1531,21607,1509,1050,2494,1993,2262,18129,1198,977,1098,1600,1211,861,3434,1430,1995,1364,1124,22691,10983,1100,1419,1904,1947,17764,1700,2338,671",5,1.4118400000003,30.7807352357999,20.5561148097752,10.9129462614096,58.6638499999999,66.1388114803341,"59.4673,106.7767,11.7967,56.6147","21.5424,21.3869,22.2239,16.6214,21.006","1.8319,1.3436,1.7829,0.7543,1.3465"
